Id,GEO,File Identification,State/US-Abbreviation (USPS),Summary Level,Geographic Component,Characteristic Iteration,Characteristic Iteration File Sequence Number,Logical Record Number,Region,Division,State (FIPS),County,FIPS County Class Code,County Size Code,County Subdivision (FIPS),FIPS County Subdivision Class Code,County Subdivision Size Code,Place (FIPS),FIPS Place Class Code,Place Size Code,Census Tract,Block Group,Block,Internal Use Code,Consolidated City (FIPS),FIPS Consolidated City Class Code,Consolidated City Size Code,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),FIPS American Indian Area/Alaska Native Area/Hawaiian Home Land Class Code,American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),FIPS American Indian Tribal Subdivision Class Code,Tribal Census Tract,Tribal Block Group,Alaska Native Regional Corporation (FIPS),FIPS Alaska Native Regional Corporation Class Code,Metropolitan Statistical Area/Micropolitan Statistical Area,Metropolitan Statistical Area/Micropolitan Statistical Area Size Code,Metropolitan Division,Combined Statistical Area,New England City and Town Area,New England City and Town Area Size Code,New England City and Town Area Division,Combined New England City and Town Area,Metropolitan Statistical Area/Micropolitan Statistical Area Principal City Indicator,New England City and Town Area Principal City Indicator,Urban Area,Urban Area Size Code,Urban Area Type,Urban/Rural,Congressional District (111th),State Legislative District (Upper Chamber) (Year 1),State Legislative District (Lower Chamber) (Year 1),Voting District,Voting District Indicator,Reserved,ZIP Code Tabulation Area (5 digit),Subminor Civil Division (FIPS),FIPS Subminor Civil Division Class Code,School District (Elementary),School District (Secondary),School District (Unified),Area (Land),Area (Water),Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Functional Status Code,Geographic Change User Note Indicator,Population Count (100%),Housing Unit Count (100%),Internal Point (Latitude),Internal Point (Longitude),Legal/Statistical Area Description Code,Part Flag,Reserved,Urban Growth Area,State (ANSI),County (ANSI),County Subdivision (ANSI),Place (ANSI),Consolidated City (ANSI),American Indian Area/Alaska Native Area/Hawaiian Home Land (ANSI),American Indian Tribal Subdivision (ANSI),Alaska Native Regional Corporation (ANSI),Subminor Civil Division (ANSI),Congressional District (113th),Congressional District (114th),Congressional District (115th),State Legislative District (Upper Chamber) (Year 2),State Legislative District (Upper Chamber) (Year 3),State Legislative District (Upper Chamber) (Year 4),State Legislative District (Lower Chamber) (Year 2),State Legislative District (Lower Chamber) (Year 3),State Legislative District (Lower Chamber) (Year 4),American Indian Area/Alaska Native Area/Hawaiian Home Land Size Code,Combined Statistical Area Size Code,Combined NECTA Size Code,Metropolitan Micropolitan Indicator,NECTA Metropolitan Micropolitan Indicator,Public Use Microdata Area,Reserved
1600000US4529275,"Glendale CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0242649,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$29275,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$        550320,$             0,$Glendale CDP,$S,$!,$      307,$      129,$+34.9450779,$-081.8363731,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02629828,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4530220,"Gramling CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0242683,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$30220,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       2599945,$         22528,$Gramling CDP,$S,$!,$       86,$       44,$+35.0775247,$-082.1345966,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02629829,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4530985,"Greer city, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0242729,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$30985,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$      53449342,$       5405661,$Greer city,$A,$!,$    25515,$    11127,$+34.9347350,$-082.2319799,$25,$ ,$      ,$     ,$01779799,$        ,$        ,$02403758,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4535755,"Inman city, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0242839,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$35755,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       3718608,$         10726,$Inman city,$A,$!,$     2321,$     1134,$+35.0477859,$-082.0924956,$25,$ ,$      ,$     ,$01779799,$        ,$        ,$02404762,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4535800,"Inman Mills CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0242844,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$35800,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       2949589,$             0,$Inman Mills CDP,$S,$!,$     1050,$      404,$+35.0410162,$-082.1021751,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02402615,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4540075,"Landrum city, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243002,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$40075,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       6936837,$         20048,$Landrum city,$A,$!,$     2376,$     1191,$+35.1750930,$-082.1857266,$25,$ ,$      ,$     ,$01779799,$        ,$        ,$02404882,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4543315,"Lyman town, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243117,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$43315,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$      15478959,$       1514099,$Lyman town,$A,$!,$     3243,$     1497,$+34.9682078,$-082.1369547,$43,$ ,$      ,$     ,$01779799,$        ,$        ,$02406063,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4545430,"Mayo CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243177,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$45430,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       7875231,$             0,$Mayo CDP,$S,$!,$     1592,$      732,$+35.0857042,$-081.8534524,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02403266,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4553845,"Pacolet town, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243409,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$53845,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       9091687,$         58506,$Pacolet town,$A,$!,$     2235,$     1134,$+34.9050461,$-081.7638072,$43,$ ,$      ,$     ,$01779799,$        ,$        ,$02407064,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4559425,"Reidville town, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243582,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$59425,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       4362389,$         48741,$Reidville town,$A,$!,$      601,$      296,$+34.8658952,$-082.1047111,$43,$ ,$      ,$     ,$01779799,$        ,$        ,$02407197,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4561720,"Roebuck CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243638,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$61720,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$      11114964,$         45776,$Roebuck CDP,$S,$!,$     2200,$      908,$+34.8787562,$-081.9637732,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02403490,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4564240,"Saxon CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243715,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$64240,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       6182935,$         17633,$Saxon CDP,$S,$!,$     3424,$     1352,$+34.9611233,$-081.9692031,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02402828,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4567750,"Southern Shops CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243825,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$67750,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       9230255,$         27797,$Southern Shops CDP,$S,$!,$     3767,$     1220,$+34.9821491,$-081.9909225,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02402885,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4568290,"Spartanburg city, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243836,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$68290,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$Y,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$      51202481,$        303855,$Spartanburg city,$A,$!,$    37013,$    17516,$+34.9422944,$-081.9269074,$25,$ ,$      ,$     ,$01779799,$        ,$        ,$02405505,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4568920,"Startex CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0243868,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$68920,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$       3964179,$         62170,$Startex CDP,$S,$!,$      859,$      409,$+34.9306337,$-082.0950609,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02402894,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4573465,"Valley Falls CDP, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0244007,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$73465,$U1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$      13422619,$         86565,$Valley Falls CDP,$S,$!,$     6299,$     2783,$+35.0055905,$-081.9688388,$57,$ ,$      ,$     ,$01779799,$        ,$        ,$02402956,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4575580,"Wellford city, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0244103,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$75580,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$      11196923,$         47721,$Wellford city,$A,$!,$     2378,$     1120,$+34.9461469,$-082.0988823,$25,$ ,$      ,$     ,$01779799,$        ,$        ,$02405703,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
1600000US4579090,"Woodruff city, South Carolina",$PLST  ,$SC,$160,$00,$000,$  ,$0244189,$3,$5,$45,$   ,$  ,$  ,$     ,$  ,$  ,$79090,$C1,$  ,$      ,$ ,$    ,$  ,$     ,$  ,$  ,$    ,$     ,$  ,$ ,$   ,$     ,$  ,$      ,$ ,$     ,$  ,$     ,$  ,$     ,$   ,$     ,$  ,$     ,$   ,$N,$N,$     ,$  ,$ ,$ ,$  ,$   ,$   ,$      ,$ ,$   ,$     ,$     ,$  ,$     ,$     ,$     ,$      10130964,$         55515,$Woodruff city,$A,$!,$     4090,$     1846,$+34.7402623,$-082.0293602,$25,$ ,$      ,$     ,$01779799,$        ,$        ,$02405787,$        ,$        ,$        ,$        ,$        ,$  ,$  ,$  ,$   ,$   ,$   ,$   ,$   ,$   ,$  ,$  ,$  ,$ ,$ ,$     ,$                  
